Códig CNAE|Descrição do CNAE|Tipo de Atividade Econômica|O CNAE está no Simples?|Anexo Simples Nacional|Alíquota (%) de Imposto|Precisa de Inscrição Estadual?|Observação sobre a Inscrição
2337371|Emissão de vales-alimentação, vales-transporte e Similares|Serviços|Não|||Não|
2337372|Serviços de gravação de carimbos, exceto confecção|Serviços|Sim|III|0,06|Não|
2337373|Leiloeiros independentes|Serviços|Não|||Não|
2337374|Serviços de levantamento de fundos sob contrato|Serviços|Não|||Não|
2337375|Casas lotéricas|Serviços|Sim|III|0,06|Não|
2337376|Salas de acesso à internet|Serviços|Sim|III|0,06|Não|
8299-7/99|Outras atividades de serviços prestados principalmente às empresas Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
8411-6/00|Administração pública em geral|Serviços|Não|||Não|
8412-4/00|Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais|Serviços|Não|||Não|
8413-2/00|Regulação das atividades econômicas|Serviços|Não|||Não|
8421-3/00|Relações exteriores|Serviços|Não|||Não|
8422-1/00|Defesa|Serviços|Não|||Não|
8423-0/00|Justiça|Serviços|Não|||Não|
8424-8/00|Segurança e ordem pública|Serviços|Não|||Não|
8425-6/00|Defesa Civil|Serviços|Não|||Não|
8430-2/00|Seguridade social obrigatória|Serviços|Não|||Não|
8511-2/00|Educação infantil - creche|Serviços|Sim|III|0,06|Não|
8512-1/00|Educação infantil - pré-escola|Serviços|Sim|III|0,06|Não|
8513-9/00|Ensino fundamental|Serviços|Sim|III|0,06|Não|
8520-1/00|Ensino médio|Serviços|Sim|III|0,06|Não|
8531-7/00|Educação superior - graduação|Serviços|Sim|VI|0,1693|Não|
8532-5/00|Educação superior - graduação e pós-graduação|Serviços|Sim|VI|0,1693|Não|
8533-3/00|Educação superior - pós-graduação e extensão|Serviços|Sim|VI|0,1693|Não|
8541-4/00|Educação profissional de nível técnico|Serviços|Sim|III|0,06|Não|
8542-2/00|Educação profissional de nível tecnológico|Serviços|Sim|VI|0,1693|Não|
2428924|Administração de caixas escolares|Serviços|Não|||Não|
2428925|Atividades de apoio à educação, exceto caixas escolares|Serviços|Sim|VI|0,1693|Não|
8591-1/00|Ensino de esportes|Serviços|Sim|V|De 10% à 19,5%|Não|
2444449|Ensino de dança|Serviços|Sim|V|De 10% à 19,5%|Não|
2444450|Ensino de artes cênicas, exceto dança|Serviços|Sim|III|0,06|Não|
2444451|Ensino de música|Serviços|Sim|III|0,06|Não|
8592-9/99|Ensino de arte e cultura Não especificado anteriormente|Serviços|Sim|III|0,06|Não|
8593-7/00|Ensino de idiomas|Serviços|Sim|III|0,06|Não|
2446913|Formação de condutores|Serviços|Sim|III|0,06|Não|
2446914|Cursos de pilotagem|Serviços|Sim|III|0,06|Não|
2446915|Treinamento em informática|Serviços|Sim|III|0,06|Não|
2446916|Treinamento em desenvolvimento profissional e gerencial|Serviços|Sim|III|0,06|Não|
2446917|Cursos preparatórios para concursos|Serviços|Sim|III|0,06|Não|
8599-6/99|Outras atividades de ensino Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
2450779|Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências|Serviços|Sim|VI|0,1693|Não|
2450780|Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências|Serviços|Sim|VI|0,1693|Não|
2454948|UTI móvel|Serviços|Sim|VI|0,1693|Não|
2454949|Serviços móveis de atendimento a urgências, exceto por UTI móvel|Serviços|Sim|VI|0,1693|Não|
8622-4/00|Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências|Serviços|Sim|VI|0,1693|Não|
2458204|Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos|Serviços|Sim|VI|0,1693|Não|
2458205|Atividade médica ambulatorial com recursos para realização de exames complementares|Serviços|Sim|VI|0,1693|Não|
2458206|Atividade médica ambulatorial restrita a consultas|Serviços|Sim|VI|0,1693|Não|
2458207|Atividade odontológica|Serviços|Sim|VI|0,1693|Não|
2458209|Serviços de vacinação e imunização humana|Serviços|Sim|VI|0,1693|Não|
2458210|Atividades de reprodução humana assistida|Serviços|Sim|VI|0,1693|Não|
8630-5/99|Atividades de atenção ambulatorial Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
2461767|Laboratórios de anatomia patológica e citológica|Serviços|Sim|V|De 10% à 19,5%|Não|
2461768|Laboratórios clínicos|Serviços|Sim|V|De 10% à 19,5%|Não|
2461769|Serviços de diálise e nefrologia|Serviços|Sim|VI|0,1693|Não|
2461770|Serviços de tomografia|Serviços|Sim|V|De 10% à 19,5%|Não|
2461771|Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia|Serviços|Sim|V|De 10% à 19,5%|Não|
2461772|Serviços de ressonância magnética|Serviços|Sim|V|De 10% à 19,5%|Não|
2461773|Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética|Serviços|Sim|V|De 10% à 19,5%|Não|
2461774|Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos|Serviços|Sim|V|De 10% à 19,5%|Não|
2461775|Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos|Serviços|Sim|V|De 10% à 19,5%|Não|
2461776|Serviços de quimioterapia|Serviços|Sim|VI|0,1693|Não|
2461777|Serviços de radioterapia|Serviços|Sim|VI|0,1693|Não|
2461778|Serviços de hemoterapia|Serviços|Sim|VI|0,1693|Não|
2461779|Serviços de litotripsia|Serviços|Sim|VI|0,1693|Não|
2461780|Serviços de bancos de células e tecidos humanos|Serviços|Sim|VI|0,1693|Não|
8640-2/99|Atividades de serviços de complementação diagnóstica e terapêutica Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
8650-0/01|Atividades de enfermagem|Serviços|Sim|VI|0,1693|Não|
8650-0/02|Atividades de profissionais da nutrição|Serviços|Sim|VI|0,1693|Não|
8650-0/03|Atividades de psicologia e psicanálise|Serviços|Sim|VI|0,1693|Não|
8650-0/04|Atividades de fisioterapia|Serviços|Sim|III|0,06|Não|
8650-0/05|Atividades de terapia ocupacional|Serviços|Sim|VI|0,1693|Não|
8650-0/06|Atividades de fonoaudiologia|Serviços|Sim|VI|0,1693|Não|
8650-0/07|Atividades de terapia de nutrição enteral e parenteral|Serviços|Sim|VI|0,1693|Não|
8650-0/99|Atividades de profissionais da área de saúde Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
8660-7/00|Atividades de apoio à gestão de saúde|Serviços|Sim|VI|0,1693|Não|
2480242|Atividades de práticas integrativas e complementares em saúde humana|Serviços|Sim|VI|0,1693|Não|
2480243|Atividades de bancos de leite humano|Serviços|Sim|VI|0,1693|Não|
2480244|Atividades de acupuntura|Serviços|Sim|VI|0,1693|Não|
2480245|Atividades de podologia|Serviços|Sim|VI|0,1693|Não|
8690-9/99|Outras atividades de atenção à saúde humana Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
2487788|Clínicas e residências geriátricas|Serviços|Sim|VI|0,1693|Não|
2487789|Instituições de longa permanência para idosos|Serviços|Sim|III|0,06|Não|
2487790|Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes|Serviços|Sim|VI|0,1693|Não|
2487791|Centros de apoio a pacientes com câncer e com AIDS|Serviços|Sim|VI|0,1693|Não|
2487792|Condomínios residenciais para idosos|Serviços|Sim|III|0,06|Não|
8712-3/00|Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio|Serviços|Sim|III|0,06|Não|
2491046|Atividades de centros de assistência psicossocial|Serviços|Sim|VI|0,1693|Não|
8720-4/99|Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
2494608|Orfanatos|Serviços|Sim|III|0,06|Não|
2494609|Albergues assistenciais|Serviços|Sim|III|0,06|Não|
8730-1/99|Atividades de assistência social prestadas em residências coletivas e particulares Não especificadas anteriormente|Serviços|Sim|VI|0,1693|Não|
8800-6/00|Serviços de assistência social sem alojamento|Serviços|Sim|VI|0,1693|Não|
2593832|Produção teatral|Serviços|Sim|III|0,06|Não|
2593833|Produção musical|Serviços|Sim|III|0,06|Não|
2593834|Produção de espetáculos de dança|Serviços|Sim|III|0,06|Não|
2593835|Produção de espetáculos circenses, de marionetes e Similares|Serviços|Sim|III|0,06|Não|
2593836|Produção de espetáculos de rodeios, vaquejadas e Similares|Serviços|Sim|III|0,06|Não|
2593837|Atividades de sonorização e de iluminação|Serviços|Sim|III|0,06|Não|
9001-9/99|Artes cênicas, espetáculos e atividades complementares Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
2594135|Atividades de artistas plásticos, jornalistas independentes e escritores|Serviços|Sim|VI|0,1693|Não|
2594136|Restauração de obras de arte|Serviços|Sim|III|0,06|Não|
9003-5/00|Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas|Serviços|Sim|III|0,06|Não|
9101-5/00|Atividades de bibliotecas e arquivos|Serviços|Sim|III|0,06|Não|
2630537|Atividades de museus e de exploração de lugares e prédios históricos e atrações Similares|Serviços|Sim|III|0,06|Não|
2630538|Restauração e conservação de lugares e prédios históricos|Serviços|Sim|III|0,06|Não|
9103-1/00|Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental|Serviços|Sim|III|0,06|Não|
2666332|Casas de bingo|Serviços|Sim|III|0,06|Não|
2666333|Exploração de apostas em corridas de cavalos|Serviços|Sim|III|0,06|Não|
9200-3/99|Exploração de jogos de azar e apostas Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
9311-5/00|Gestão de instalações de esportes|Serviços|Sim|III|0,06|Não|
9312-3/00|Clubes sociais, esportivos e Similares|Serviços|Sim|III|0,06|Não|
9313-1/00|Atividades de condicionamento físico|Serviços|Sim|V|De 10% à 19,5%|Não|
2709736|Produção e promoção de eventos esportivos|Serviços|Sim|III|0,06|Não|
9319-1/99|Outras atividades esportivas Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
9321-2/00|Parques de diversão e parques temáticos|Serviços|Sim|III|0,06|Não|
2713601|Discotecas, danceterias, salões de dança e Similares|Serviços|Sim|III|0,06|Não|
2713602|Exploração de boliches|Serviços|Sim|III|0,06|Não|
2713603|Exploração de jogos de sinuca, bilhar e Similares|Serviços|Sim|III|0,06|Não|
2713604|Exploração de jogos eletrônicos recreativos|Serviços|Sim|III|0,06|Não|
9329-8/99|Outras atividades de recreação e lazer Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
9411-1/00|Atividades de organizações associativas patronais e empresariais|Serviços|Não|||Não|
9412-0/01|Atividades de fiscalização profissional|Serviços|Não|||Não|
9412-0/99|Outras atividades associativas profissionais|Serviços|Não|||Não|
9420-1/00|Atividades de organizações sindicais|Serviços|Não|||Não|
9430-8/00|Atividades de associações de defesa de direitos sociais|Serviços|Não|||Não|
9491-0/00|Atividades de organizações religiosas ou filosóficas|Serviços|Não|||Não|
9492-8/00|Atividades de organizações políticas|Serviços|Não|||Não|
9493-6/00|Atividades de organizações associativas ligadas à cultura e à arte|Serviços|Não|||Não|
9499-5/00|Atividades associativas Não especificadas anteriormente|Serviços|Não|||Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
9511-8/00|Reparação e manutenção de computadores e de equipamentos periféricos|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
9512-6/00|Reparação e manutenção de equipamentos de comunicação|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
9521-5/00|Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico|Serviços|Sim|III|0,06|Não|
2786437|Reparação de calçados, bolsas e artigos de viagem|Serviços|Sim|III|0,06|Não|
2786438|Chaveiros|Serviços|Sim|III|0,06|Não|
2786439|Reparação de relógios|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
2786440|Reparação de bicicletas, triciclos e outros veículos Não-motorizados|Serviços|Sim|III|0,06|Não|
2786441|Reparação de artigos do mobiliário|Serviços|Sim|III|0,06|Não|
2786442|Reparação de jóias|Serviços|Sim|III|0,06|Não|
9529-1/99|Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
2812916|Lavanderias|Serviços|Sim|III|0,06|Não|
2812917|Tinturarias|Serviços|Sim|III|0,06|Não|
2812918|Toalheiros|Serviços|Sim|III|0,06|Não|
2813220|Cabeleireiros, manicure e pedicure|Serviços|Sim|III|0,06|Não|
2813221|Atividades de Estética e outros serviços de cuidados com a beleza|Serviços|Sim|III|0,06|Não|
2813524|Gestão e manutenção de cemitérios|Serviços|Sim|III|0,06|Não|
2813525|Serviços de cremação|Serviços|Sim|III|0,06|Não|
2813526|Serviços de sepultamento|Serviços|Sim|III|0,06|Não|
2813527|Serviços de funerárias|Serviços|Sim|III|0,06|Não|
2813528|Serviços de somatoconservação|Serviços|Sim|III|0,06|Não|
9603-3/99|Atividades funerárias e serviços relacionados Não especificados anteriormente|Serviços|Sim|III|0,06|Não|
2815689|Agências matrimoniais|Serviços|Sim|III|0,06|Não|
2815691|Exploração de máquinas de serviços pessoais acionadas por moeda|Serviços|Sim|III|0,06|Não|
2815692|Atividades de sauna e banhos|Serviços|Sim|III|0,06|Não|
2815693|Serviços de tatuagem e colocação de piercing|Serviços|Sim|III|0,06|Não|
2815694|Alojamento de animais domésticos|Serviços|Sim|III|0,06|Não|
2815695|Higiene e embelezamento de animais domésticos|Serviços|Sim|III|0,06|Não|
9609-2/99|Outras atividades de serviços pessoais Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
9700-5/00|Serviços domésticos|Serviços|Sim|IV|0,045|Não|
9900-8/00|Organismos internacionais e outras instituições extraterritoriais||||||
